Sub-Daily Data Between Two Dates,,,,,,,,,,,,,,,,,
JEWETT FLD AP (MI),,,,,,,,,,,,,,,,,
54822,,,,,,,,,,,,,,,,,
Lat/Lon/Elev: 42.5658/-84.4331/922 ft,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Time,Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F)
3/25/2021,0:35,52,72,43,8,220,m,M,m,m,10,977.2,M,1010.5,m,NC,NC
3/25/2021,0:55,52,71,43,9,220,m,M,m,m,10,977.2,M,1010.5,m,NC,NC
3/25/2021,1:15,52,71,43,6,230,m,4300,m,m,10,977.2,M,1010.5,m,NC,NC
3/25/2021,1:35,52,72,44,7,220,m,4100,m,m,10,977.6,M,1010.8,m,NC,NC
3/25/2021,1:55,53,71,43,7,230,m,3900,m,m,10,977.6,M,1010.8,m,NC,NC
3/25/2021,2:15,53,71,44,9,250,m,3700,m,m,10,977.2,M,1010.5,m,NC,NC
3/25/2021,2:35,53,70,44,17,260,24,2500,3400,m,10,977.6,M,1010.8,m,NC,NC
3/25/2021,2:55,52,73,44,15,270,24,2500,3400,m,10,977.9,M,1011.2,m,NC,NC
3/25/2021,3:15,51,82,44,13,260,24,2300,3400,m,10,977.9,M,1011.2,m,NC,NC
3/25/2021,3:35,50,76,44,8,260,m,2300,3400,m,10,978.2,M,1011.5,m,NC,NC
3/25/2021,3:55,51,76,44,10,280,21,2900,3400,m,10,978.2,M,1011.5,m,NC,NC
3/25/2021,4:15,50,77,43,10,280,m,2400,2900,m,10,978.2,M,1011.5,m,NC,NC
3/25/2021,4:35,49,77,42,13,270,18,2400,2900,m,10,978.2,M,1011.5,m,NC,NC
3/25/2021,4:55,47,80,41,9,300,m,2000,2900,m,10,978.2,M,1011.5,m,43,NC
3/25/2021,5:15,45,83,40,9,300,m,2000,m,m,10,978.6,M,1011.9,m,40,NC
3/25/2021,5:35,46,81,40,6,260,m,M,m,m,10,979.2,M,1012.5,m,43,NC
3/25/2021,5:55,45,81,40,3,130,m,M,m,m,10,979.2,M,1012.5,m,NC,NC
3/25/2021,6:15,44,81,40,3,260,m,M,m,m,10,979.6,M,1012.9,m,NC,NC
3/25/2021,6:35,44,84,39,3,300,m,M,m,m,10,979.6,M,1012.9,m,NC,NC
3/25/2021,6:55,43,87,39,5,360,m,M,m,m,10,979.6,M,1012.9,m,40,NC
3/25/2021,7:15,43,86,39,3,180,m,M,m,m,10,979.9,M,1013.2,m,NC,NC
3/25/2021,7:35,44,85,40,0,0,m,M,m,m,10,980.5,M,1013.9,m,NC,NC
3/25/2021,7:55,46,80,40,6,220,m,M,m,m,10,981.2,M,1014.6,m,43,NC
3/25/2021,8:15,46,76,40,5,220,m,1800,m,m,10,981.2,M,1014.6,m,44,NC
3/25/2021,8:35,46,76,40,3,210,m,1600,m,m,10,981.2,M,1014.6,m,NC,NC
3/25/2021,8:55,47,75,39,6,220,m,1600,m,m,10,981.2,M,1014.6,m,44,NC
3/25/2021,9:15,48,72,40,5,240,m,1800,m,m,10,980.5,M,1013.9,m,46,NC
3/25/2021,9:35,50,71,40,3,130,m,1800,m,m,10,981.2,M,1014.6,m,NC,NC
3/25/2021,9:55,50,68,40,3,240,m,2000,m,m,10,980.9,M,1014.2,m,NC,NC
3/25/2021,10:15,51,66,41,5,190,m,2000,m,m,10,981.2,M,1014.6,m,NC,NC
3/25/2021,10:35,53,66,41,10,150,m,2200,m,m,10,981.2,M,1014.6,m,NC,NC
3/25/2021,10:55,52,65,41,6,150,m,2400,m,m,10,980.9,M,1014.2,m,NC,NC
3/25/2021,11:15,53,62,41,0,0,m,M,m,m,10,980.5,M,1013.9,m,NC,NC
3/25/2021,11:35,56,58,41,8,280,m,M,m,m,10,980.5,M,1013.9,m,NC,NC
3/25/2021,11:55,57,57,42,11,300,m,M,m,m,10,980.2,M,1013.5,m,NC,NC
3/25/2021,12:15,56,57,41,6,50,m,M,m,m,10,979.6,M,1012.9,m,NC,NC
3/25/2021,12:35,57,55,42,6,280,m,M,m,m,10,979.2,M,1012.5,m,NC,NC
3/25/2021,12:55,57,55,41,5,30,m,M,m,m,10,978.9,M,1012.2,m,NC,NC
3/25/2021,13:15,58,51,42,6,240,m,7220,m,m,10,978.9,M,1012.2,m,NC,NC
3/25/2021,13:35,59,51,41,5,210,m,7220,m,m,10,979.2,M,1012.5,m,NC,NC
3/25/2021,13:55,59,55,42,3,10,m,7220,m,m,10,978.6,M,1011.9,m,NC,NC
3/25/2021,14:15,60,55,42,5,280,m,7220,m,m,10,978.6,M,1011.9,m,NC,NC
3/25/2021,14:35,60,55,42,3,310,m,7220,m,m,10,978.2,M,1011.5,m,NC,NC
3/25/2021,14:55,59,55,42,0,0,m,7220,m,m,10,978.2,M,1011.5,m,NC,NC
3/25/2021,15:15,58,59,42,3,350,m,7220,m,m,10,977.9,M,1011.2,m,NC,NC
3/25/2021,15:35,57,58,43,9,350,m,10000,12000,m,10,978.2,M,1011.5,m,NC,NC
3/25/2021,15:55,56,62,42,13,10,0,9500,11000,m,10,978.2,M,1011.5,m,NC,NC
3/25/2021,16:15,55,62,42,13,10,m,9500,11000,m,10,977.6,M,1010.8,m,NC,NC
3/25/2021,16:35,54,67,42,11,10,0,8000,9500,m,10,977.2,M,1010.5,m,NC,NC
3/25/2021,16:55,54,65,42,11,10,m,9500,m,m,10,976.9,M,1010.2,m,NC,NC
3/25/2021,17:15,54,65,42,8,20,m,11000,m,m,10,976.6,M,1009.8,m,NC,NC
3/25/2021,17:35,53,67,42,9,10,24,10000,m,m,10,975.6,M,1008.8,m,NC,NC
3/25/2021,17:55,52,71,42,9,10,17,11000,m,m,10,974.9,M,1008.1,m,NC,NC
3/25/2021,18:15,51,71,42,9,20,18,10000,m,m,10,974.9,M,1008.1,m,NC,NC
3/25/2021,18:35,51,76,42,8,40,21,6500,9000,m,10,974.9,M,1008.1,m,NC,NC
3/25/2021,18:55,50,82,43,5,20,m,6500,m,m,10,975.6,M,1008.8,m,NC,NC
3/25/2021,19:15,49,83,44,6,30,m,6000,m,m,7,975.3,M,1008.5,m,NC,NC
3/25/2021,19:35,48,88,45,6,30,m,6000,m,m,5,975.6,M,1008.8,m,45,NC
3/25/2021,19:55,47,91,45,8,10,m,5000,m,m,5,974.6,M,1007.8,m,43,NC
3/25/2021,20:15,47,93,45,8,20,m,5000,6000,7000,7,974.3,M,1007.5,m,43,NC
3/25/2021,20:35,46,93,45,13,30,20,4500,6000,7000,7,974,M,1007.1,m,40,NC
3/25/2021,20:55,46,93,45,10,40,m,4100,5000,m,7,974,M,1007.1,m,41,NC
3/25/2021,21:15,46,93,45,13,40,20,800,3500,5000,5,973.3,M,1006.4,m,40,NC
3/25/2021,21:35,46,93,45,16,50,22,800,3300,5000,5,972.3,M,1005.4,m,39,NC
3/25/2021,21:55,46,93,45,17,60,22,800,3300,5000,5,972.3,M,1005.4,m,39,NC
3/25/2021,22:15,46,93,45,15,50,24,800,m,m,5,972,M,1005.1,m,40,NC
3/25/2021,22:35,46,95,45,15,50,21,800,m,m,5,971.3,M,1004.4,m,40,NC
3/25/2021,22:55,46,95,44,14,40,21,600,m,m,5,970.7,M,1003.7,m,40,NC
3/25/2021,23:15,45,93,44,14,40,23,600,m,m,5,970,M,1003,m,39,NC
3/25/2021,23:35,44,95,43,13,30,22,600,m,m,7,970,M,1003,m,38,NC
3/25/2021,23:55,43,100,42,15,40,23,600,m,m,4,969.7,M,1002.7,m,36,NC
3/26/2021,0:15,43,96,42,15,40,30,600,m,m,4,968.7,M,1001.7,m,36,NC
3/26/2021,0:35,41,93,40,16,30,30,600,m,m,7,968.3,M,1001.4,m,33,NC
3/26/2021,0:55,41,93,39,20,40,30,600,m,m,5,968,M,1001,m,32,NC
3/26/2021,1:35,39,93,37,13,340,21,800,m,m,10,M,M,1000.22,m,31,NC
3/26/2021,1:35,39,94,37,13,340,21,800,m,m,10,967.4,M,1000.3,m,31,NC
3/26/2021,1:55,37,95,36,18,340,25,800,m,m,1,968,M,1001,m,27,NC
3/26/2021,2:15,36,95,35,15,360,30,800,m,m,2,965.7,M,998.6,m,27,NC
3/26/2021,2:35,36,95,35,15,10,24,800,m,m,4,966.4,M,999.3,m,27,NC
3/26/2021,2:55,36,95,35,21,20,32,800,4700,m,3,964.7,M,997.6,m,25,NC
3/26/2021,3:15,36,94,35,15,40,24,800,m,m,10,966,M,999,m,27,NC
3/26/2021,3:35,37,94,35,17,20,26,800,m,m,5,965.7,M,998.6,m,27,NC
3/26/2021,3:55,37,94,35,16,360,21,800,m,m,4,966.4,M,999.3,m,28,NC
3/26/2021,4:15,36,94,35,13,350,20,800,m,m,2,967.4,M,1000.3,m,27,NC
3/26/2021,4:35,36,95,35,14,340,26,800,m,m,2,968,M,1001,m,27,NC
3/26/2021,4:55,36,95,35,16,320,24,800,m,m,3,969,M,1002,m,26,NC
3/26/2021,5:15,36,93,34,16,330,26,800,1200,m,4,970,M,1003,m,26,NC
3/26/2021,5:35,36,95,35,15,330,21,800,m,m,4,970.7,M,1003.7,m,27,NC
3/26/2021,5:55,36,94,35,14,320,22,800,m,m,10,971.3,M,1004.4,m,27,NC
3/26/2021,6:15,36,95,35,15,310,22,800,m,m,10,972.6,M,1005.8,m,27,NC
3/26/2021,6:35,36,94,35,10,320,21,800,m,m,10,973.3,M,1006.4,m,29,NC
3/26/2021,6:55,36,94,35,13,310,21,800,m,m,10,974.3,M,1007.5,m,27,NC
3/26/2021,7:15,37,93,35,14,310,22,800,m,m,10,975.3,M,1008.5,m,28,NC
3/26/2021,7:35,37,93,35,8,320,21,800,m,m,7,975.9,M,1009.1,m,31,NC
3/26/2021,7:55,37,94,36,9,310,m,800,m,m,7,976.6,M,1009.8,m,30,NC
3/26/2021,8:15,37,93,36,13,280,18,800,m,m,10,977.6,M,1010.8,m,29,NC
3/26/2021,8:35,38,94,36,10,300,m,800,m,m,10,978.2,M,1011.5,m,31,NC
3/26/2021,8:55,38,93,37,8,290,m,800,m,m,10,978.6,M,1011.9,m,32,NC
3/26/2021,9:15,38,92,36,14,280,m,800,m,m,10,979.6,M,1012.9,m,30,NC
3/26/2021,9:35,39,92,37,9,280,m,800,m,m,10,979.9,M,1013.2,m,33,NC
3/26/2021,9:55,39,93,37,14,270,17,800,m,m,10,980.5,M,1013.9,m,31,NC
3/26/2021,10:15,40,92,38,11,280,m,800,m,m,10,980.9,M,1014.2,m,33,NC
3/26/2021,10:35,40,91,38,9,280,m,800,m,m,10,981.2,M,1014.6,m,34,NC
3/26/2021,10:55,41,87,38,9,280,m,800,m,m,10,981.2,M,1014.6,m,35,NC
3/26/2021,11:15,41,88,38,7,250,m,800,m,m,10,981.2,M,1014.6,m,36,NC
3/26/2021,11:35,42,86,38,6,260,m,800,m,m,10,981.5,M,1014.9,m,38,NC
3/26/2021,11:55,44,82,38,7,290,16,1000,m,m,10,981.2,M,1014.6,m,40,NC
3/26/2021,12:15,45,79,39,8,250,m,1200,m,m,10,981.5,M,1014.9,m,41,NC
3/26/2021,12:35,47,78,40,9,290,m,1200,m,m,10,981.5,M,1014.9,m,43,NC
3/26/2021,12:55,49,71,41,8,260,16,1400,10000,m,10,982.2,M,1015.6,m,NC,NC
3/26/2021,13:15,48,71,40,8,270,18,1800,m,m,10,982.5,M,1015.9,m,44,NC
3/26/2021,13:35,48,71,40,10,240,m,1800,m,m,10,982.5,M,1015.9,m,44,NC
3/26/2021,13:55,48,76,40,13,260,20,1800,m,m,10,982.8,M,1016.3,m,43,NC
3/26/2021,14:15,49,73,40,7,250,m,1800,m,m,10,982.8,M,1016.3,m,NC,NC
3/26/2021,14:35,51,66,40,10,260,20,1800,m,m,10,982.5,M,1015.9,m,NC,NC
3/26/2021,14:55,50,71,40,9,280,18,2000,m,m,10,982.5,M,1015.9,m,NC,NC
3/26/2021,15:15,50,71,40,8,240,m,2000,m,m,10,982.5,M,1015.9,m,NC,NC
3/26/2021,15:35,50,71,40,10,280,17,2200,m,m,10,982.8,M,1016.3,m,NC,NC
3/26/2021,15:55,50,71,40,8,280,17,2200,m,m,10,982.8,M,1016.3,m,NC,NC
3/26/2021,16:15,49,71,40,9,290,17,2200,m,m,10,982.8,M,1016.3,m,NC,NC
3/26/2021,16:35,49,71,40,9,280,m,2200,m,m,10,983.5,M,1016.9,m,NC,NC
3/26/2021,16:55,48,71,40,10,280,20,2400,m,m,10,983.8,M,1017.3,m,44,NC
3/26/2021,17:15,48,73,40,13,280,21,2200,m,m,10,984.2,M,1017.6,m,43,NC
3/26/2021,17:35,46,75,39,11,270,18,2000,m,m,10,984.8,M,1018.3,m,41,NC
3/26/2021,17:55,46,75,38,10,260,18,2200,m,m,10,984.8,M,1018.3,m,41,NC
3/26/2021,18:15,45,76,38,11,260,20,2200,m,m,10,985.2,M,1018.6,m,39,NC
3/26/2021,18:35,45,76,38,8,270,m,2000,m,m,10,985.2,M,1018.6,m,41,NC
3/26/2021,18:55,44,76,37,10,280,m,2000,m,m,10,985.2,M,1018.6,m,39,NC
3/26/2021,19:15,44,77,37,9,270,m,2000,4400,5000,10,985.5,M,1019,m,39,NC
3/26/2021,19:35,43,81,37,9,260,m,5000,6000,m,10,985.5,M,1019,m,38,NC
3/26/2021,19:55,42,81,37,7,240,m,6000,m,m,10,985.8,M,1019.3,m,38,NC
3/26/2021,20:15,42,81,36,8,240,m,6000,m,m,10,985.8,M,1019.3,m,37,NC
3/26/2021,20:35,41,81,36,0,0,m,6000,m,m,10,986.1,M,1019.6,m,NC,NC
3/26/2021,20:55,41,81,36,5,260,m,6000,m,m,10,986.5,M,1020,m,38,NC
3/26/2021,21:15,41,81,36,6,260,0,5000,m,m,10,986.1,M,1019.6,m,37,NC
3/26/2021,21:35,40,82,35,6,250,m,5000,m,m,10,986.1,M,1019.6,m,36,NC
3/26/2021,21:55,40,81,35,5,240,m,1500,6000,m,10,986.5,M,1020,m,36,NC
3/26/2021,22:15,40,80,35,8,260,m,1500,6000,m,10,986.5,M,1020,m,35,NC
3/26/2021,22:35,40,81,35,6,270,m,1500,6000,m,10,986.5,M,1020,m,36,NC
3/26/2021,22:55,39,81,34,5,260,m,1500,m,m,10,986.5,M,1020,m,35,NC
3/26/2021,23:15,39,81,34,5,270,m,1500,6000,m,10,986.1,M,1019.6,m,35,NC
3/26/2021,23:35,39,81,34,7,280,m,1500,6000,m,10,986.1,M,1019.6,m,34,NC
3/26/2021,23:55,39,82,34,5,280,m,6000,m,m,10,985.8,M,1019.3,m,35,NC
3/27/2021,0:15,38,83,34,3,280,m,6000,m,m,10,986.1,M,1019.6,m,NC,NC
3/27/2021,0:35,38,84,34,3,260,m,1300,6000,m,10,986.1,M,1019.6,m,NC,NC
3/27/2021,0:55,38,84,34,3,260,m,1700,6000,m,10,986.1,M,1019.6,m,NC,NC
3/27/2021,1:15,38,84,34,0,0,m,1700,m,m,10,986.5,M,1020,m,NC,NC
3/27/2021,1:35,38,84,34,3,260,m,1700,m,m,10,986.5,M,1020,m,NC,NC
3/27/2021,1:55,38,84,34,5,260,m,1700,m,m,10,986.8,M,1020.3,m,34,NC
3/27/2021,2:15,38,85,34,5,260,m,1700,m,m,10,987.1,M,1020.7,m,34,NC
3/27/2021,2:35,38,85,35,3,260,m,1700,m,m,10,987.1,M,1020.7,m,NC,NC
3/27/2021,2:55,38,84,34,5,270,m,1300,m,m,10,987.1,M,1020.7,m,34,NC
3/27/2021,3:15,38,86,35,0,0,m,1300,m,m,10,987.1,M,1020.7,m,NC,NC
3/27/2021,3:35,38,85,34,3,330,m,1300,m,m,10,987.1,M,1020.7,m,NC,NC
3/27/2021,3:55,38,85,34,3,340,m,1300,m,m,10,987.1,M,1020.7,m,NC,NC
3/27/2021,4:15,38,86,34,0,0,m,1300,m,m,10,987.1,M,1020.7,m,NC,NC
3/27/2021,4:35,38,86,34,0,0,m,1300,m,m,10,987.1,M,1020.7,m,NC,NC
3/27/2021,4:55,38,87,35,3,360,m,1300,m,m,10,986.8,M,1020.3,m,NC,NC
3/27/2021,5:15,38,93,35,3,10,m,1300,m,m,10,986.8,M,1020.3,m,NC,NC
3/27/2021,5:35,37,87,35,0,0,m,1300,m,m,10,987.1,M,1020.7,m,NC,NC
3/27/2021,5:55,37,87,34,0,0,m,1100,m,m,10,987.1,M,1020.7,m,NC,NC
3/27/2021,6:15,37,93,34,3,40,m,1100,m,m,10,987.1,M,1020.7,m,NC,NC
3/27/2021,6:35,37,89,35,0,0,0,1100,m,m,7,987.1,M,1020.7,m,NC,NC
3/27/2021,6:55,38,93,35,0,0,m,1100,m,m,7,987.1,M,1020.7,m,NC,NC
3/27/2021,7:15,38,87,35,3,360,m,1100,m,m,7,986.8,M,1020.3,m,NC,NC
3/27/2021,7:35,38,86,35,3,360,m,1100,m,m,7,986.8,M,1020.3,m,NC,NC
3/27/2021,7:55,38,85,35,0,0,m,1300,m,m,7,986.5,M,1020,m,NC,NC
3/27/2021,8:15,39,83,34,3,30,m,1300,m,m,10,986.1,M,1019.6,m,NC,NC
3/27/2021,8:35,39,83,34,0,0,m,1300,m,m,10,986.1,M,1019.6,m,NC,NC
3/27/2021,8:55,39,81,34,0,0,m,1300,m,m,10,986.1,M,1019.6,m,NC,NC
3/27/2021,9:15,40,80,35,3,160,m,1300,m,m,10,986.1,M,1019.6,m,NC,NC
3/27/2021,9:35,41,78,34,3,130,m,1500,m,m,10,985.8,M,1019.3,m,NC,NC
3/27/2021,9:55,42,75,35,11,100,m,1500,m,m,10,985.5,M,1019,m,36,NC
3/27/2021,10:15,42,80,36,9,170,m,1500,m,m,10,985.2,M,1018.6,m,37,NC
3/27/2021,10:35,43,81,37,0,0,m,1500,m,m,10,984.8,M,1018.3,m,NC,NC
3/27/2021,10:55,44,81,38,8,140,m,1300,m,m,10,984.5,M,1017.9,m,39,NC
3/27/2021,11:15,43,81,38,6,150,m,1300,m,m,10,984.5,M,1017.9,m,39,NC
3/27/2021,11:35,44,81,39,9,140,17,1300,m,m,10,983.5,M,1016.9,m,39,NC
3/27/2021,11:55,47,76,40,13,150,17,1500,m,m,10,982.8,M,1016.3,m,41,NC
3/27/2021,12:15,47,75,40,11,140,m,1700,m,m,10,982.5,M,1015.9,m,42,NC
3/27/2021,12:35,49,74,41,10,140,m,1900,m,m,10,982.2,M,1015.6,m,NC,NC
3/27/2021,12:55,51,71,42,11,150,18,2100,m,m,10,982.5,M,1015.9,m,NC,NC
3/27/2021,13:15,51,71,41,11,150,21,2300,m,m,10,982.5,M,1015.9,m,NC,NC
3/27/2021,13:35,50,70,41,10,130,16,2500,m,m,10,982.5,M,1015.9,m,NC,NC
3/27/2021,13:55,51,68,42,11,150,17,2500,3400,m,10,982.2,M,1015.6,m,NC,NC
3/27/2021,14:15,53,67,43,9,150,16,2700,m,m,10,981.5,M,1014.9,m,NC,NC
3/27/2021,14:35,54,67,43,13,150,m,2700,m,m,10,981.2,M,1014.6,m,NC,NC
3/27/2021,14:55,53,67,43,9,130,m,2700,m,m,10,980.9,M,1014.2,m,NC,NC
3/27/2021,15:15,54,64,42,8,160,m,2700,m,m,10,980.5,M,1013.9,m,NC,NC
3/27/2021,15:35,55,67,43,10,140,m,M,m,m,10,980.2,M,1013.5,m,NC,NC
3/27/2021,15:55,56,62,44,8,180,m,M,m,m,10,979.9,M,1013.2,m,NC,NC
3/27/2021,16:15,56,63,44,11,120,16,3300,m,m,10,979.6,M,1012.9,m,NC,NC
3/27/2021,16:35,56,63,45,14,140,m,3300,9000,m,10,979.6,M,1012.9,m,NC,NC
3/27/2021,16:55,56,66,45,13,170,m,3500,9000,m,10,979.6,M,1012.9,m,NC,NC
3/27/2021,17:15,56,66,45,13,180,17,3300,9000,m,10,979.6,M,1012.9,m,NC,NC
3/27/2021,17:35,55,71,46,10,170,m,3500,12000,m,10,979.2,M,1012.5,m,NC,NC
3/27/2021,17:55,55,72,47,5,130,m,3500,12000,m,10,978.9,M,1012.2,m,NC,NC
3/27/2021,18:15,55,72,46,10,100,m,3700,12000,m,10,978.6,M,1011.9,m,NC,NC
3/27/2021,18:35,55,72,46,13,110,m,3500,4200,11000,10,977.9,M,1011.2,m,NC,NC
3/27/2021,18:55,54,77,46,8,90,m,3000,3700,10000,10,977.9,M,1011.2,m,NC,NC
3/27/2021,19:15,54,77,46,11,100,0,3000,3500,12000,10,977.9,M,1011.2,m,NC,NC
3/27/2021,19:35,54,77,46,11,100,m,11000,m,m,10,977.2,M,1010.5,m,NC,NC
3/27/2021,19:55,54,82,47,13,100,m,11000,m,m,10,976.6,M,1009.8,m,NC,NC
3/27/2021,20:15,54,82,48,10,100,m,11000,m,m,10,975.9,M,1009.1,m,NC,NC
3/27/2021,20:35,53,88,48,10,190,m,10000,m,m,10,976.6,M,1009.8,m,NC,NC
3/27/2021,20:55,53,88,49,5,210,m,7000,9000,m,10,976.6,M,1009.8,m,NC,NC
3/27/2021,21:15,53,88,50,5,220,21,7000,8000,m,7,976.6,M,1009.8,m,NC,NC
3/27/2021,21:35,53,89,50,10,190,17,7000,m,m,7,976.6,M,1009.8,m,NC,NC
3/27/2021,21:55,53,94,51,8,200,16,1900,4000,6500,7,975.6,M,1008.8,m,NC,NC
3/27/2021,22:15,53,88,51,13,170,18,1400,3300,7500,10,974.6,M,1007.8,m,NC,NC
3/27/2021,22:35,53,88,51,6,210,m,8500,10000,m,10,975.3,M,1008.5,m,NC,NC
3/27/2021,22:55,53,88,51,9,190,16,6000,7500,m,7,975.3,M,1008.5,m,NC,NC
3/27/2021,23:15,53,94,50,9,200,m,6000,7000,m,10,974.6,M,1007.8,m,NC,NC
3/27/2021,23:35,52,94,50,9,190,16,6000,7000,m,7,974.6,M,1007.8,m,NC,NC
3/27/2021,23:55,52,94,50,13,180,16,7000,m,m,7,974.3,M,1007.5,m,NC,NC
3/28/2021,1:55,52,94,50,16,160,21,6500,m,m,10,M,M,1003.95,m,NC,NC
3/28/2021,1:55,51,94,50,16,160,21,6500,m,m,10,971,M,1004.1,m,NC,NC
3/28/2021,2:15,51,94,49,11,170,m,6500,7000,9000,10,970.7,M,1003.7,m,NC,NC
3/28/2021,2:35,51,100,49,6,200,m,6000,7000,8000,10,970,M,1003,m,NC,NC
3/28/2021,2:55,51,100,49,5,230,m,7000,8000,m,10,969,M,1002,m,NC,NC
3/28/2021,3:15,50,100,49,5,190,m,7000,9500,m,10,969,M,1002,m,NC,NC
3/28/2021,3:35,50,100,49,3,190,m,2800,9500,m,10,969,M,1002,m,NC,NC
3/28/2021,3:55,51,100,49,5,190,m,2300,2800,m,10,968.7,M,1001.7,m,NC,NC
3/28/2021,4:15,50,100,49,5,190,m,2100,m,m,10,968.3,M,1001.4,m,NC,NC
3/28/2021,4:35,51,100,49,6,190,0,1400,2100,m,7,968.3,M,1001.4,m,NC,NC
3/28/2021,4:55,50,100,49,6,200,m,900,m,m,4,968,M,1001,m,NC,NC
3/28/2021,5:15,50,97,50,9,250,m,500,m,m,3,968,M,1001,m,NC,NC
3/28/2021,5:35,49,94,47,18,260,24,500,1000,m,5,968.3,M,1001.4,m,NC,NC
3/28/2021,5:55,46,94,45,17,260,24,700,1100,m,5,968.7,M,1001.7,m,39,NC
3/28/2021,6:15,45,93,43,14,260,23,900,m,m,10,968.7,M,1001.7,m,39,NC
3/28/2021,6:35,44,87,42,13,270,20,1100,m,m,10,969,M,1002,m,38,NC
3/28/2021,6:55,44,91,41,11,270,17,1100,m,m,10,968.7,M,1001.7,m,38,NC
3/28/2021,7:15,43,93,41,13,270,m,1100,5500,m,10,969,M,1002,m,36,NC
3/28/2021,7:35,43,93,40,15,270,22,1100,m,m,10,969,M,1002,m,36,NC
3/28/2021,7:55,43,93,40,9,260,18,1300,1900,m,10,969.3,M,1002.4,m,38,NC
3/28/2021,8:15,43,93,41,14,270,18,1100,m,m,5,969.3,M,1002.4,m,36,NC
3/28/2021,8:35,43,93,41,16,270,22,900,m,m,4,969.3,M,1002.4,m,35,NC
3/28/2021,8:55,43,87,40,14,280,23,800,1300,2100,10,969.3,M,1002.4,m,36,NC
3/28/2021,9:15,43,81,39,14,270,22,1300,m,m,10,969.7,M,1002.7,m,36,NC
3/28/2021,9:35,42,81,38,17,280,26,1300,m,m,10,969.7,M,1002.7,m,34,NC
3/28/2021,9:55,42,81,36,20,270,29,1500,m,m,10,970,M,1003,m,33,NC
3/28/2021,10:15,42,81,36,18,280,29,1800,m,m,10,970.3,M,1003.4,m,34,NC
3/28/2021,10:35,42,82,36,15,270,23,1500,m,m,10,970.3,M,1003.4,m,34,NC
3/28/2021,10:55,42,79,36,15,280,23,1500,m,m,10,970.3,M,1003.4,m,34,NC
3/28/2021,11:15,40,83,36,23,280,29,1300,m,m,10,971,M,1004.1,m,30,NC
3/28/2021,11:35,40,85,36,17,270,21,1100,m,m,10,971,M,1004.1,m,31,NC
3/28/2021,11:55,40,82,35,18,270,26,1100,m,m,10,971.3,M,1004.4,m,31,NC
3/28/2021,12:15,40,82,35,16,270,25,1500,m,m,10,971.6,M,1004.7,m,32,NC
3/28/2021,12:35,40,85,36,17,270,22,1500,m,m,10,972,M,1005.1,m,31,NC
3/28/2021,12:55,41,77,34,26,280,32,1500,2600,m,10,972.3,M,1005.4,m,31,NC
3/28/2021,13:15,39,80,34,20,280,25,1900,2700,m,10,972.6,M,1005.8,m,29,NC
3/28/2021,13:35,40,75,33,20,290,31,2100,2700,m,10,973.3,M,1006.4,m,30,NC
3/28/2021,13:55,39,83,35,17,290,30,2000,2700,m,5,973.6,M,1006.8,m,30,NC
3/28/2021,14:15,40,74,33,20,270,26,2200,2800,m,10,974,M,1007.1,m,30,NC
3/28/2021,14:35,41,73,33,21,280,28,2200,2800,m,10,974,M,1007.1,m,32,NC
3/28/2021,14:55,43,68,33,23,300,31,2200,3200,4100,10,974.3,M,1007.5,m,34,NC
3/28/2021,15:15,42,69,32,26,280,34,2400,3000,m,10,974.6,M,1007.8,m,32,NC
3/28/2021,15:35,40,74,33,21,280,33,2400,3000,m,10,975.6,M,1008.8,m,30,NC
3/28/2021,15:55,41,70,32,20,280,31,2600,3200,m,10,976.3,M,1009.5,m,32,NC
3/28/2021,16:15,40,72,32,22,280,33,2400,3000,m,10,976.6,M,1009.8,m,30,NC
3/28/2021,16:35,39,70,32,21,280,32,2400,3100,m,10,977.2,M,1010.5,m,29,NC
3/28/2021,16:55,39,72,31,21,290,32,2400,3100,m,10,977.9,M,1011.2,m,29,NC
3/28/2021,17:15,39,73,31,20,280,28,2400,3300,m,10,978.2,M,1011.5,m,29,NC
3/28/2021,17:35,38,72,30,23,280,31,2400,3100,m,10,978.9,M,1012.2,m,27,NC
3/28/2021,17:55,38,73,30,24,280,31,2400,m,m,10,979.2,M,1012.5,m,27,NC
3/28/2021,18:15,37,70,30,15,290,30,2600,m,m,10,979.9,M,1013.2,m,28,NC
3/28/2021,18:35,37,71,29,18,300,34,2600,3100,m,10,980.5,M,1013.9,m,27,NC
3/28/2021,18:55,37,71,28,16,300,30,2600,m,m,10,981.2,M,1014.6,m,28,NC
3/28/2021,19:15,36,70,28,14,290,30,2600,3200,m,10,981.5,M,1014.9,m,27,NC
3/28/2021,19:35,36,69,27,15,290,30,2800,3300,m,10,982.2,M,1015.6,m,27,NC
3/28/2021,19:55,36,71,28,17,290,29,2600,3700,m,10,982.8,M,1016.3,m,26,NC
3/28/2021,20:15,36,64,25,22,310,34,2800,3500,m,10,983.2,M,1016.6,m,25,NC
3/28/2021,20:35,35,62,24,16,300,28,3500,m,m,10,983.5,M,1016.9,m,25,NC
